id,SalePrice
2812,194914.84342807496
2080,147531.04460003856
1368,97592.8088022877
2376,119429.6888901425
659,127700.829151692
1235,132461.10248691475
332,71843.18465685932
1917,139190.9232170576
2094,242148.84880343592
1460,264453.3075024883
1471,225409.91983512044
1509,106253.75457782584
1922,117660.62360713576
433,417451.3486704547
460,280705.7680919689
1116,239455.93480939386
1137,166224.4504732217
53,165603.9823231579
2354,264140.36445290595
1475,196677.2641791919
1761,377677.8754479743
842,133715.47632536312
2739,174168.9341059413
2509,161849.50395322626
1007,206651.57200331558
2610,165425.55955116625
1952,96744.75908803279
2719,156165.09755742032
2921,81672.057155669
1966,157047.6862476165
292,133148.6001768188
1204,189966.5561388449
1829,247015.4420399585
2419,198711.84351314045
391,161991.9728793908
798,107827.00820759438
481,205029.9571058418
193,192673.127325321
555,124527.29489059311
899,39237.55705338024
2357,186589.02758511077
328,138143.74555395317
1356,105781.47025240694
1154,99830.13992194939
1730,200950.17220767087
2249,176077.6490562578
1119,292334.53662090516
2856,136433.4223407382
1394,123082.62741000758
2587,112476.30598244535
61,334898.50445665896
2661,176909.67091147992
2711,121850.55518988927
1147,183156.45853762404
757,118883.27308428634
2623,98471.17367366495
2378,144025.64850783453
1413,143872.25594120412
1722,227722.04158367938
1112,239251.40410196
1623,187128.6895649401
1201,201092.20966076263
1513,115822.02451956633
957,358416.51964660955
1171,241747.9894636344
1145,188175.99036279673
2726,206699.86996419416
703,149632.14866666443
760,121715.40513606819
1964,169704.9513460305
2512,191551.20920595177
159,127985.10362723358
1281,173672.3351688165
468,201877.48957572144
290,137005.6359104004
665,112076.65850536586
1463,251663.6652347173
1792,217889.19947673418
923,167007.16755449527
500,298206.20954428153
1408,146469.3536019087
331,90360.41300682133
170,134892.85534740874
2192,89803.22270411302
2571,217946.60385564386
2314,161912.84276724176
2647,95659.19118767197
422,383988.01796385145
2457,327291.04493465356
1838,195163.4259201325
2805,251608.57412136567
1645,154011.26513630198
1711,310477.88210753124
2825,230622.42116279522
322,299836.2764266696
2103,266194.30489606876
342,113778.95152921038
600,115933.50038963297
488,180093.0637160249
1725,310150.59654159716
2246,300704.8095026012
2847,128115.04767254132
806,221212.3491273515
530,235757.36506485508
963,182249.33736130962
2678,108763.77015788743
171,79008.6006550575
2401,402435.3326379367
805,220571.75247918974
2259,260796.33467156583
1748,197002.33682510222
1361,127597.73951476897
1677,97899.88266206432
1406,169368.8020572334
2322,254332.44007386
688,145906.80267527446
143,137305.55165322876
804,209702.1839173801
1214,211039.5297450318
2828,137572.68291224565
1999,182087.8296234576
2467,208048.92113431322
2665,165926.13817060596
1538,307544.6710452927
398,117292.3409570049
2822,147575.60183930336
2157,146806.76742905992
1856,204471.48739530594
1269,97421.03897589156
2570,99890.83833323873
2320,248465.815610484
1517,127145.50224445961
2304,111022.43585607443
1312,92937.51438717253
2012,124978.31736203175
506,252148.04294266048
2865,202485.5482157591
2367,93450.71193352368
554,86845.59975574615
238,136649.7390616771
1954,98085.77140755735
2488,123031.88769165426
2291,72772.24369091862
1969,107040.15562759928
2725,166141.7191564807
1482,153425.6768903253
2763,220185.4663774641
503,275786.5770511462
1584,250884.87291041
1531,170926.66549010028
2210,190731.2847348969
459,322420.8374091607
556,125140.96513934765
1347,128304.57634163482
1290,68700.94784514396
1388,88766.57540434065
1571,305990.8833858076
2754,222184.04902932525
765,142074.11137225165
2494,123477.53500081284
2870,228780.92359744917
7,243285.33461859653
1114,237768.95854570216
2418,271582.5149604025
291,116711.31010379363
18,349385.3467296026
39,368543.0406569644
1001,261097.74681830802
2442,231072.9822995901
616,129066.26902613862
2680,64805.92830409686
1414,125301.76758329237
289,166332.0617374343
40,272318.40937877784
860,135196.0550230207
409,119984.35893100707
673,157647.88740932554
2427,181120.04705018425
2036,208177.16313408228
2564,136749.709964755
642,168574.58101325447
1008,182676.13178737857
1908,135693.1157045777
2519,180938.64330471028
1369,95913.47499552234
2855,149194.8480053612
712,84515.44040504162
1943,122903.03068454617
1958,136977.84676665775
107,168842.31105166895
2295,208543.4420638351
704,91716.74643251361
676,193765.03419471308
259,177235.38680923212
93,281616.53676887124
106,241362.49294713847
2315,173523.96223587243
1050,96510.04282693952
1095,220198.71834593205
2709,158757.74196690109
758,140830.05729165155
1496,159268.3929109381
2370,103443.22536443365
2458,295555.42446246045
2733,133462.5253158094
161,221529.40701361164
726,145714.68718101922
845,216878.32812111077
947,242606.95836215356
2232,114180.64061301215
2563,131018.57651433785
2299,135929.77971630235
211,69161.0752515118
605,154481.58951443923
1478,203794.9408869086
2247,281671.4517431152
2274,243311.86580454028
2869,219848.40763301903
967,205533.6289223283
2656,118433.57660136475
667,201912.7003378313
1042,103558.15509135903
2023,153376.04126767252
2447,363388.498441905
2055,131142.59053999028
2275,291396.81460731575
2204,186919.67281852788
1563,285030.3272765018
483,230688.2467241533
796,128172.35473231178
1526,162271.72727124265
2042,124012.56515643158
442,335329.77666328254
1693,327560.9403092788
1468,219610.28027063096
1430,188949.73918437705
2605,143253.46505675244
1529,196240.0734667548
335,147639.45509813653
1287,115763.02934142979
31,89097.66981762953
1785,325528.15343034256
82,171259.59069238653
2620,132613.93161662278
252,178794.56735657153
721,48341.46921786995
2165,202880.79204451267
2316,201393.31768805019
775,144203.45802910498
1558,93064.17501024531
17,188270.86750758332
1022,235595.5870888831
925,139942.15763975176
438,296293.32895109174
1270,133375.15742719514
1272,121716.69214040248
215,147486.09596727835
266,240827.3176652888
2402,307503.44809455157
1250,124829.06396292151
1984,101249.43199261068
1279,134277.14484871435
377,232212.52833211015
1252,117438.77995210282
2156,248415.99269138568
499,329270.6679690464
1374,127671.47475375136
2898,203221.55063898815
401,104069.4788125727
2721,154709.5652289489
2078,248531.6421612504
2589,118847.74381641821
1946,229962.65076368005
1334,128480.7301549239
2781,227822.57357979458
431,378378.06509384303
576,188717.68861644476
1474,209465.2696258622
2254,146334.3229424489
2155,269507.44612800406
885,112148.46594951504
643,151315.0804929603
1944,119359.51831840635
480,210793.50424239645
2845,108427.33665833411
2387,335940.20910120686
2407,228813.017362581
2527,178209.68179771304
2514,155627.5285866311
629,147390.82189449127
80,210268.70887326976
1876,137374.62719305055
1546,111792.40208003437
2518,180882.0208687943
2347,161229.64458213124
783,217429.85968970673
1322,35412.73681607933
194,109194.0523130797
1770,303567.44530665514
2143,148324.88536426553
1229,228066.81422883907
511,268945.63520277303
46,246307.7360260021
1348,155985.28327523908
2465,210775.7449436379
387,228304.18355864962
873,232255.574087023
1918,109361.62345624223
2764,228951.03734716776
2184,126095.68112609067
934,143431.81218042763
1920,118628.68967238654
2631,143123.21306796136
1768,501968.9099297207
2040,121988.03533897249
1749,225069.64072809106
834,261413.07960030853
1457,229018.1766848768
79,107766.66287809913
2302,121886.57702704862
1817,155639.65773027524
2755,243379.60604974246
359,175789.49011957712
2059,106853.62649043128
2092,232145.32511263856
2516,235041.99159991852
150,102650.8890277467
1656,133779.8776942792
83,100165.9397894381
2411,203361.4792781385
795,77560.25440926879
2312,213825.29325807502
2917,117966.54802086536
1624,175865.64197144395
2215,276779.4557279914
1211,149355.80030881532
1485,163303.85733488903
1024,190878.28694338357
570,190475.79981233235
2874,139967.34908845293
700,126573.03409676235
2756,222626.91548876418
2022,168572.700438633
583,218542.03167409275
2392,355214.7730771959
2424,176402.46852247816
212,96892.24296660993
736,132328.23801250925
1610,178058.65713513643
890,118461.94281201696
467,188420.02318058317
578,219932.28363194453
1747,198370.03826966768
1149,148560.67959148818
2758,242163.12770984977
857,151199.98990123157
2219,253343.16395115503
733,111675.40312668071
2909,121823.04497479531
1798,258782.67674636486
235,120441.23522415526
2366,113173.60215047724
1027,129007.10577592294
1195,147873.7088681815
1303,48956.97864924255
148,187788.9987682263
608,151233.8502867991
2515,217613.98757518808
821,279110.14008299133
2500,276407.025515776
745,106945.49671326316
741,128494.05797905692
1611,129942.564945257
2532,128633.44435819217
1081,220673.36410224275
1692,411850.38440833264
2520,180955.8796851751
276,99126.16597670772
1992,128080.16046643935
663,40347.91924011498
418,107778.58367110297
1733,213224.39534250202
2359,143758.9056240542
253,187388.43603186726
1518,195852.08654084057
2035,151962.2900367103
2919,72609.47962182862
1540,224139.9101483853
2120,144752.0602075014
1674,167818.78437913422
256,142162.86571417988
2361,102133.59945964969
978,86926.58393821568
2280,141881.40895396765
2095,231325.17547673968
1709,329505.6827425947
2801,236861.88176276462
1246,123924.706020164
2373,88301.40402049171
1055,304755.6461359342
2017,127424.9276792063
1099,316148.9890369852
1344,76916.85032459772
835,206426.05964001792
1117,233468.99666060414
2043,81817.38711149246
2085,108401.08460847723
410,145643.47126949922
2650,88508.7706614657
2867,174410.42883797266
1668,98512.42067823444
1161,167112.43247555988
2122,180558.34936735444
2539,151415.72592981136
1047,132865.71857915656
1445,154664.89762137824
541,136286.70749330427
569,222788.3780170131
1276,134645.94917241385
918,170057.0421793359
326,176073.8481149453
1936,133992.6569426338
895,105905.35849527908
257,144600.36428767844
1241,177494.1500180281
1545,120476.86451341369
1189,175251.5867647472
270,145902.26458916208
2066,198172.23083015584
693,105118.39202019045
1259,150078.96892059722
2916,171030.73127515678
2321,315750.5027264493
1977,104010.11856514553
1895,139751.68279956625
1240,173367.89845496422
85,150738.4242564665
1823,122703.36109914159
825,277588.30764013156
110,232426.1291503351
697,125778.67758530256
2297,105973.35952296603
1231,134373.31216056517
1355,130578.60241412195
968,319350.2312302124
584,218937.10995743578
1315,135809.14131370033
1606,138064.18678470002
206,108330.46689689856
1685,364247.026271221
2016,132880.18632368985
869,205298.4312103659
2135,110670.45375922862
2346,189462.47876062777
2430,226946.4610877941
2198,96787.36739457941
2652,129447.69170746682
27,115106.6447136918
241,163538.39588941517
906,119281.66141670727
1506,117480.72359031592
2098,332181.01717606
1435,224745.0535217562
2213,159581.17703039444
1274,131949.20196603262
743,20399.31861198097
1737,211130.31498473862
2797,264202.0686733348
2185,53326.87849384597
58,166912.2243835886
830,209851.16621237292
808,93340.09899909927
680,137926.68463076022
1153,113497.65372330263
1291,154519.64423378662
1818,146006.5214224134
2161,197816.06113932809
1883,117061.86254208666
350,323389.7546672772
2473,157274.58008084033
295,188237.01050898572
293,196583.11003803808
859,143448.27690295418
288,60454.94708702105
1578,151008.91893385205
102,203041.9093120355
2831,133294.43059112295
1030,157924.44001990347
2551,143011.82591554697
1286,153056.7461483465
958,308182.43194322
776,130128.4753381647
72,236137.0430781617
2263,271031.8417824287
1866,148620.93671543707
2876,72185.14280501152
2146,242707.98095924908
103,183102.8662204323
1500,124654.37118060447
492,190154.52888333093
167,144487.4113582887
2597,116113.64065327236
2685,117269.27696107459
1035,154628.86734335794
1220,78577.89947308502
2602,154056.67258108762
2159,211892.91965900667
695,141586.21268638523
1109,278731.01010321797
640,184670.29324534762
1652,157801.56993694996
2090,144719.6965241781
1188,176884.70390486054
2345,219243.35841768628
1059,374277.18273263215
2751,226099.40068051917
128,189509.8313637726
1523,179377.76891179185
2925,172063.23166219317
2145,263949.37810702424
1121,224895.66746843068
566,233227.4720617229
565,261601.37076327967
1331,140381.7408680556
2928,110950.5991160611
156,134316.50188234117
797,133060.8057937867
327,86908.25444552327
2859,153734.46248890884
1453,110702.8048075181
1762,336712.65474283416
1868,210219.5266233948
1760,179719.93165512558
1113,240291.68584789633
1812,190383.9238863033
117,148988.67772986693
1142,203129.61029557604
2342,402508.3216031366
927,176993.2120044577
2478,179054.1632611717
655,82442.83325642755
2064,137402.25557916518
369,296979.8795501045
2239,127840.59628877361
2732,195472.5425029748
1653,167868.34951223995
959,231323.6296238472
2395,347810.06675088976
1412,101664.1920769205
271,256127.66424035004
1484,157942.41673867288
1497,151069.35847909286
552,142877.7668955099
2,127322.36649272105
1855,278669.4294421343
4,263428.4076308431
2292,155631.3364771972
134,136831.98013082152
646,106321.57358646805
42,318166.66382075445
532,221740.45620986613
713,91754.7552835746
2561,124098.87858241805
2360,138418.99687156433
1333,119225.76184831557
1407,214809.6549538768
2892,293840.2113074754
574,213533.97444786856
1227,196244.83121589437
2591,208238.67491433918
1476,216135.00440584842
1125,271408.3703814901
1446,147431.4213441809
408,121340.18196551185
1101,305766.8982507409
2251,202583.80662822363
373,186168.2362743429
2554,150768.6956095384
2382,284831.9771404721
1985,79710.76014529075
519,246802.67533597586
1093,195967.1704868998
864,253377.51165540493
2889,151579.22419263682
2308,177153.1944991266
986,146440.61521369434
1302,130662.23563528497
585,150791.55010568886
2708,136589.82385232506
147,125606.25978542611
1441,226236.3120343003
383,205317.01326383618
285,154145.06322382638
181,102522.16683834739
358,195304.06012940189
780,176999.23551697613
258,180383.42836929648
1865,211215.59796569665
692,103873.37809976438
2902,306465.773823972
508,247708.10835777415
2638,137424.34652742225
36,139266.70764929324
611,170053.37676902924
2281,164148.36342416707
1678,117794.0073121234
1696,406059.48021941003
1557,74135.38314252008
2180,146496.7696886456
1726,245241.05501734262
951,153044.46398018725
267,225428.9465170832
2706,126345.46092954627
2221,255403.77368133754
1357,154904.48261758324
2901,279795.3245375543
347,167008.89806575477
2164,204474.54111126706
1586,287841.59805520065
360,161466.60043612806
1769,266962.99532744975
2617,177567.52090975683
1879,131497.231181441
991,216616.3131437506
1535,138055.4667823911
1191,142551.72021205435
1579,234542.2536491058
1882,46710.94096685838
1510,137309.44149848307
2196,176978.22039371965
1845,183155.83846941972
2336,402956.23977269535
942,95525.08949875487
861,129137.31108812246
2555,131270.9664146336
1392,167917.8011149572
2099,267291.689340856
1543,113039.15794429366
948,265463.0782409459
1239,178227.88109660798
22,196049.37308696666
2796,230015.8010921395
2747,186856.5436933669
92,294148.0680148513
210,161504.20639032678
1858,186757.53338490523
2228,131990.00171382766
447,258601.204090611
827,238345.42216405604
1649,210540.65066387499
682,133397.41682399972
2698,107045.20376427234
494,163613.0788401825
214,78403.79618029736
2441,244784.6633471885
2679,116098.57489045146
1336,132831.88813171594
465,190996.9681397929
1524,152881.02137237767
2543,116786.51425339365
631,145096.15137722553
2452,324541.0931119072
228,180281.34791845747
126,157108.96448948703
1092,245884.76798297634
1122,218080.03186629413
932,214002.43345462804
1980,70375.78650496594
2171,129869.47773448387
551,164934.68677867338
2768,166770.79702111904
2056,107263.79796704835
1159,355726.97128189367
2645,126480.22542150346
1174,180067.78242147606
2266,213942.7969635041
2462,325864.5286795028
1219,143839.59421515182
2922,171413.89870224282
118,154667.24743107686
474,163285.76032172056
2576,146520.01851066964
872,271531.83052498463
1077,232506.23006096995
1536,172609.75019826912
1150,139868.02428772248
2341,339662.0189424044
1931,153322.10445204208
2785,133549.87282611788
2538,123886.72692421779
597,200849.04879580718
464,199943.05589045625
233,226753.97704803137
2169,141447.93635195176
2123,176189.1883938962
1867,175542.422249053
137,243329.9760809247
515,235553.29080394513
933,101534.00754699094
2784,162571.12529879287
972,158938.32549194794
599,183896.81522880212
2614,140374.39654164776
2582,143305.32549149753
1409,180038.59434606053
175,98467.83069592618
352,234970.61507015282
976,112035.3652266084
2134,197925.68748114706
984,102882.90598696245
2396,332380.16468423675
1673,129595.8657844628
404,99465.00145286106
607,181889.03954506162
814,177763.1452142295
868,193746.89654137325
2271,196584.7898488535
1633,253322.74748425744
337,181131.35331353894
2765,191013.40454456894
1746,243449.59420487945
368,351708.5353547238
2806,201038.07692307522
1662,175185.22641988972
1234,220255.00284458877
1373,129771.58827004934
1672,100186.05865904609
1939,122208.27727767672
